Stkcd,year,Dividend_ratio1,Dividend_ratio2,Dividend_ratio3,Dividend,Managefee_ratio,Manageshare,Indep_ratio,Bgender,Bshare,Bage,Btenure,Bsalary,Equity,Da_abs,Tunneling,Top1,Sharebalance,Minorityrate,Institution,Pledge,Retainedearn_ratio,Freecash2,Tax_avoid,Tax_ratio,Tax_volatility,Constraint,Refinance,Sentiment,Dividend_lag,ROA,Cashflow,Tobinq,BM,Lev,Soe,Growth,Lnsize,Analyst_num,Market_idx,ind1,ind2,ind3,ind4,ind5,ind7,ind8,ind11,ind12,ind15,ind16,ind17,ind18,ind19,ind20,ind21,ind22,ind23,ind24,ind25,ind26,ind27,ind28,ind29,ind30,ind31,ind32,ind33,ind34,ind35,ind37,ind38,ind39,ind40,ind41,ind42
11,2010,0,0,0,0,.0932794379104896,.0009,.375,.125,0,3.988984046564275,4.007333185232471,13.5193943513187,0,.043942410439705,.0129708996524458,54.22,.1994,36.28,65.274,0,.0750609667760946,-.0374867078993421,.0366899985755013,.155248,.2702958343321258,-4.154508,0,-.30957007,.0688607843981137,.0600692187039656,-.1707752369272713,1.312953,.761642,.6996350154142859,1,.1748452698472003,21.79254589585523,0,9.835000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11,2011,0,0,0,0,.0655226329658798,0,.3333333333333333,.1111111111111111,0,4.007333185232471,4.204692619390966,13.55063444143612,0,.0159970015409863,.0009563894554741,54.31,.2059,36.28,65.45399999999999,0,.1360537379330928,-.1077408995569595,.0294345934566729,.241654,.235195106372773,-4.190361,0,-.14382054,0,.0735685409405936,-.6065105178219909,1.195346,.836578,.6767906978654737,1,.4182443279336998,21.97591688895365,.69314718,9.888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12,2006,1.375919572914565,6.747524893073297,4.090909090909091,1,.0748566567001346,.0135,.3333333333333333,0,0,3.931825632724326,1.6094379124341,0,1,.0637447684191654,.0039332221161358,11.15,2.2152,62.02,46.24,0,.1526550352169055,-.0421688919402697,.0649388448875887,.068811,.0043391716144905,-3.989488,0,.30672413,.577676648705202,.0611165596050357,.7943823285502192,1.539793,.649438,.5657675118002925,1,.2821796725277241,22.63609735981715,1.3862944,9.638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2007,.4129796758935504,2.108066357142073,.704225352112676,1,.0697282112900459,.014,.3333333333333333,0,.0001157939983329,4.158883083359671,.6931471805599453,13.94838010661839,0,.0795003402685491,.0126804542671526,8.94,2.4887,67.37,52.8563,0,.1197811032069391,-.0281372087969987,.0586434616033168,.105935,.0158438958813797,-4.01632,0,.26532558,1.375919572914565,.0671070836962241,.9279038151355951,2.109266,.474099,.493005675645506,1,.4188792360865993,22.85778510919945,1.9459101,9.881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2008,.2944926921638439,1.192266618450914,1.176470588235294,1,.0777947509032269,.9754,.3333333333333333,0,.0033445546452278,4.174387269895637,2.639057329615258,13.73343353246868,1,.0536030399775754,.0033697740190227,9.23,2.4637,69.22,48.7312,0,.1208929741277604,-.1477414495972088,.0553683700786159,.003593,.0373961250666429,-4.052522,0,.049957648,.4129796758935504,.0482101838855928,.832761435981953,1.213046,.824371,.5361421728934146,1,.020394934861391,23.06276716925549,2.9957323,9.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2009,.5148277753997638,3.92462756837097,1.785714285714286,1,.0795522620180616,.7796999999999999,.3333333333333333,0,.0025639137479384,4.189654742026425,3.258096538021482,13.96513759294951,0,.0423107441030851,.0014090221587365,9.23,2.3963,76.3,45.0109,0,.1799597245521022,.0608853976977691,.0796262430635197,.075278,.0372973548284593,-4.085274,0,.25416055,.2944926921638439,.0838064837630324,1.364865074678347,1.912127,.5229780000000001,.4858523713379035,1,.2353465537776089,23.11325264896172,3.3672957,9.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2010,.4994833914636861,5.828986124320182,1.772151898734177,1,.0718389466221103,.6509,.3333333333333333,0,.0021670642662043,4.204692619390966,3.637586159726386,14.19716168403983,0,.0603707421393683,.0053427713475253,9.109999999999999,2.4841,86.92,38.1207,0,.2403371649016456,.0407906457437041,.0928879349155556,.143881,.0518113767410209,-4.154508,0,1.0475661,.5148277753997638,.1280679326780277,1.139447160034097,3.062951,.326482,.4579450856937305,1,.4669056276451576,23.24656105623616,3.5263605,9.835000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2011,.3171292054856305,2.445135190358298,1.986754966887417,1,.074019452448133,.6574,.3333333333333333,0,.0021679871155205,4.219507705176107,3.912023005428146,14.12563955259851,0,.0244073682786579,.0033737550946914,8.800000000000001,2.2818,89.28,19.3231,0,.2252941712997429,-.0485751615320695,.0570491941216092,.183436,.0685536760305383,-4.189222,0,.1616697,.4994833914636861,.0875258200160255,.8134213404976979,1.502386,.665608,.5219064480329836,1,.0680260850114815,23.44990165561166,3.4339871,9.888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,2006,.026007915075488,.0785014821147095,.0829875518672199,1,.1531025596298985,0,.4,0,0,3.784189633918261,3.80666248977032,13.03244085805776,0,.0704158010770505,.0125397476887297,32.02,.1359,54,36.2301,0,.1529481631056171,-.2207258341174871,.0192170865559279,.213531,.0866868652870779,-3.603065,0,.054970764,.0994835383167954,.0279685225149645,-1.665682502265838,1.37085,.729474,.6329459562930581,1,-.2370342311072157,20.75066476353885,0,9.638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14,2008,.1388683158050659,.3629482241406825,.4076086956521739,1,.1712394624444836,.0008,.3636363636363636,0,0,3.828641396489095,4.23410650459726,13.23533664241416,0,.0248188256347439,.0063527911424607,32.02,.2808,67.97999999999999,44.35,0,.1073604818440109,-.0578971348125879,.0205298970083256,.183826,.1134630208142723,-3.741007,0,.10944034,1.118852951953657,.026181000866604,-.473138635596912,1.462643,.683694,.7435286455285235,1,.6788859953540652,21.23442509578403,0,9.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14,2009,.0754255888852852,.3473819033348065,.1935483870967742,1,.0825104465615762,.0006,.4444444444444444,0,0,3.850147601710058,4.394449154672439,13.35427002042868,0,.0371989445534152,.0126692616810752,32.02,.268,67.97999999999999,52.4064,0,.1361052950669487,.2451746568081748,.0425562324170948,.202752,.1106620493335452,-3.785263,0,.47856969,.1388683158050659,.0477442118018536,2.121335446371044,2.514518,.397691,.719720622535837,1,1.223089411534723,21.27826052592915,1.0986123,9.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
